UniProt Accession ID,Description,Gene,V08,V28,NV1,V15L,V31,NV2,V14,V6L,V15,V23,V1O,V16,V11,V9L,V01,V22,V04,V25,V07,V10,V17,NV6,NV4,V1L,V13,V21,V6L,V12,V30,NV7,V05,V20,V03,V32,V06,V27,V02
FAM3C_HUMAN,Protein FAM3C,FAM3C,584494.5824,21574.37706,337759.4279,180349.9209,45127.03014,50594.82838,4477.914496,99525.30576,11614.10979,37279.5069,463307.1063,27025.66915,29078.2833,40772.27606,110520.5784,21680.77207,58388.62091,115569.7257,73951.92692,34810.66607,16826.60068,56243.08258,114103.4911,126721.1665,43274.3474,72537.87674,176577.3586,19302.05127,21167.64082,58840.3349,31312.95038,8123.095379,142970.0496,39761.41682,60534.96372,161739.9933,77860.33748
FAM3D_HUMAN,Protein FAM3D,FAM3D,287990.1579,134071.0264,394639.1695,1721356.049,117503.477,277926.2485,8176.484366,150684.8868,188720.2878,185769.5982,581528.9651,294705.1726,541015.3429,1233741.145,381408.4209,243962.8136,223021.8528,1048701.705,155974.8861,110827.8313,182745.591,3241826.718,469777.1931,303409.9131,266002.0809,557687.3136,326013.4207,371531.4845,44561.54237,229769.0272,138853.2642,159986.388,130606.2968,73128.77495,386712.9691,171471.4515,441829.7971
FAS_HUMAN,Fatty acid synthase,FASN,57590.3337,425934.9115,108573.8395,51588.44802,81444.48191,312230.9181,16498.0014,278217.6792,16986.80788,61540.89106,64905.38221,3557.797005,7516.403767,186025.9015,27764.85503,43424.27691,59082.37249,75936.66044,40243.23425,18271.74338,5148.249307,82735.39745,12415.81913,18250.86914,21969.82098,32168.07606,81519.18312,15125.24811,158471.0808,114319.638,36382.05793,66555.2474,11118.15704,13195.11459,33359.6254,360396.8363,245680.0103
FBLN1_HUMAN,Fibulin-1,FBLN1,722179.44,1921761.304,220397.0343,228269.1428,1444298.887,500372.3109,182778.1521,17735.11572,922926.9819,222355.4026,2575909.4,1004402.833,1840976.32,2871738.099,1298087.333,974108.1162,7900198.096,1481665.544,852098.0903,184608.6312,1570304.119,188027.4161,2273077.335,1238929.353,968136.5537,985388.4873,3025973.193,4168968.059,1328688.909,745626.9083,702110.5043,303472.4593,378874.9671,593470.6451,86873737.47,2329368.101,2874158.027
FBX50_HUMAN,F-box only protein 50,NCCRP1,6660.130756,55168.88594,18734.82994,42361.75957,171705.7857,34217.68793,5320.239979,4962.077879,33843.11493,62612.76623,2050.939251,9581.93065,16369.49747,110956.1597,179174.1118,144072.2015,440.3641306,2733.205388,3531.321264,68127.1181,77945.52082,1220.965316,15396.14782,11503.71565,7616.624053,14360.08025,11536.05604,7105.512704,97456.5252,42593.76773,3445.338187,1089625.592,16141.31414,49304.62466,645.3395124,212.2033777,493.326055
FCGBP_HUMAN,IgGFc-binding protein,FCGBP,22079946.77,410399.1678,1586591.467,2825688.905,2241825.517,1083553.285,1768768.378,2694594.724,8741241.059,2247531.754,2264423.316,6531709.931,11021016.21,3394629.379,4748632.154,7691495.408,28727490.48,4984830.463,75519584.61,628867.3017,2361536.714,398499435,1567077.657,1685256.167,7677958.754,6712039.051,21018535.23,88800715.37,3804349.564,737196.7402,2592188.97,3216850.63,7614747.47,2017965.78,36862662.77,13129417.72,13292471.22
FCL_HUMAN,GDP-L-fucose synthase,TSTA3,8327.212409,37497.31452,708932.9014,299.0595645,27883.91871,15344.98486,2567.78035,6468.298762,593.2878879,5490.302419,6339.836154,1499.472661,1,81224.90481,3313.580719,2213.494744,1,51926.96283,976.7978263,51253.54287,143574.0737,551545.2184,171393.8322,33073.69131,579.9067976,7215.695099,10838.12857,2017.002102,1,16563.30853,16213.60507,104073.9473,46050.67007,2798.520467,5888.700568,21112.59268,23640.33903
FETUA_HUMAN,Alpha-2-HS-glycoprotein,AHSG,941785.5247,5727650.062,874662.3958,1112273.275,7237684.588,612161.0669,28415.80141,879943.4886,461781.7419,871999.714,6392120.966,195438.0679,7215999.896,942510.4205,6077091.614,2117264.874,1132919.402,2086369.542,313053.8635,15009051.32,21386247.32,2642307.319,921952.6486,808235.8733,8018853.316,3227152.724,3676868.386,2343563.09,8228820.452,3670569.833,9976554.118,2092037.856,3502322.639,10892416.81,1085287.805,2916884.05,2211213.545
FHL2_HUMAN,Four and a half LIM domains protein 2,FHL2,534.2190165,57187.79004,1224.375801,4430.519858,6.540444147,206.6040599,38059.73408,6545.354573,88.33089124,39297.694,23900.51873,73.0362356,24710.88717,12486.34916,4783.402965,12588.78821,49122.36773,65276.40549,13406.91508,7924.956823,2417.282867,119155.4655,672.9049353,10694.40664,26338.51675,2811.352356,86420.28761,176.190983,250.2709203,9614.772481,3897.22225,1136.680714,1778.822243,332.63446,56044.20763,17311.15999,59754.67442
FHR2_HUMAN,Complement factor H-related protein 2,CFHR2,35898.3434,43782.64537,156519.7917,789172.807,142167.1703,82604.15279,6860.250402,35012.14722,31817.94121,23372.68458,412278.7334,88352.06226,71207.18365,107879.4832,36571.25982,182428.5998,167549.1621,298422.5401,19080.21565,173523.2421,149724.7566,111613.7034,21035.79602,99545.84651,33585.24187,131938.5808,154237.9102,82275.26832,156483.0975,66669.67546,240996.1072,6036.349595,87340.42501,76587.55563,403279.4357,184310.7505,180323.2874
FIBA_HUMAN,Fibrinogen alpha chain,FGA,2859571.093,119690.7855,2000791.967,89581.42712,3182935.159,244353.7222,568495.0673,797851.0308,9333661.495,6044871.262,5679220.827,10571090.2,5096877.111,781576.8028,2786009.308,952654.268,747226.5864,1218638.393,1272629.859,4193070.763,9276060.857,586035.2118,157234.7995,735015.772,5597409.612,2517223.484,2251945.575,2985325.762,51947495.17,5412663.495,4321310.337,1661201.874,2734753.332,2030520.53,2539972.814,1091167.34,1851920.061
FIBB_HUMAN,Fibrinogen beta chain,FGB,10318840.42,6406153.489,6912236.593,364916.4167,2044698.43,850787.015,253493.9603,845447.4296,1525808.601,6402758.365,5360198.554,2278206.918,6235070.996,1009991.224,11944485.48,773603.8022,2314738.67,630177.7361,6992853.316,4151073.783,17380104.22,1203582.389,909189.4792,3853683.806,5807653.127,1566662.371,3292904.651,11378023.82,14088701.62,8846375.802,5272497.062,2694494.904,4460542.21,1058437.326,8112516.035,2737073.454,4060751.431
FIBG_HUMAN,Fibrinogen gamma chain,FGG,9733094.462,9180292.559,4781096.692,77890.40198,4702760.944,30542.21633,162091.9428,1008490.83,1895991.937,10075937.16,2591166.52,4068493.44,9773000.523,391492.8878,3872447.539,2530915.035,2033294.89,1644995.501,4803437.751,6039427.133,44604960.27,808770.194,1117006.937,330032.3553,7904711.029,3109186.486,3453079.806,2309980.641,6327449.854,10169501.36,8997510.109,2513506.715,3192190.219,1273084.783,5611605.397,3746471.946,5400592.988
FILA_HUMAN,Filaggrin,FLG,82703.18103,1621551.76,2665706.194,114998.4947,2766356.516,5563118.895,99051.89396,586998.3085,103427.1931,88141.27974,1361706.971,230578.7536,4753736.659,636931.493,76779.11582,2228376.355,5009970.488,9461200.094,53372.8923,502230.8626,113352.7155,984136.6496,409149.203,1100132.158,1024568.257,1191361.738,226879.7818,79095.86656,1199729.454,6487046.923,217046.2617,269183.6112,1841879.614,384363.3763,1238526.806,1245400.017,2731320.257
FINC_HUMAN,Fibronectin,FN1,513098.0159,924750.1403,192078.5074,1330963.856,517748.8003,5161675.995,111503.5645,497088.2852,137402.8074,463869.7943,897256.3757,148508.6366,1191233.966,282274.2905,735921.1376,165230.8352,341007.6242,299356.8054,1239280.809,996614.635,553335.6426,510780.8947,474254.2145,120755.6841,732140.5011,411309.6023,315721.8514,582888.5828,807773.7715,959423.2251,364118.6709,177387.0816,402345.9628,718471.2206,601080.142,548764.8855,338256.8029
FKBP4_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP4,FKBP4,15734.82705,1494.271029,102619.8015,6629.996179,8167.307675,73578.7849,29284.84687,10407.28535,39262.72696,139387.1857,681.1344569,30205.95163,693.1354979,28405.70747,179150.4098,4.428673597,12780.3781,6427.832104,30338.42958,1238.18188,4687.62061,48110.74381,16574.58753,17818.15682,21268.46622,12444.43345,4277.735944,87016.41868,217.6094426,26314.31346,11861.63071,505745.5852,14257.90612,21975.88031,17030.75144,25263.12002,28883.81734
FLII_HUMAN,Protein flightless-1 homolog,FLII,281770.8153,10183.45682,4899.928032,23517.20701,27867.52772,2208.021363,4562.840123,1117861.469,1795564.617,69853.52018,21767.94632,163354.6014,3507.459285,127437.733,31694.49056,5420.802663,89689.43414,7637.101085,16018.22613,10373.92489,10949.9732,9148.566599,22646.7922,447878.9275,54966.99697,147012.251,2112.235543,46930.17771,11219.43462,71508.27955,46534.12757,14052.45188,5563.955626,11807.5251,5313.996604,47865.33179,3124.76441
FLNA_HUMAN,Filamin-A,FLNA,584578.3993,78419.97924,1962691.009,1200127.139,1014704.203,103459.8283,9970.929639,167024.624,376103.3363,741727.7729,1368781.364,597158.3941,1747843.325,487535.749,922882.6815,929314.4704,584321.1875,1814897.571,319600.6372,1363696.427,1451759.855,7919649.952,2965379.658,4197085.437,339960.0833,1023550.262,722694.8564,404769.2073,1688601.652,736566.3545,1477263.09,932627.4289,396190.3267,1159637.384,928673.3807,1059546.217,1349430.224
FLNB_HUMAN,Filamin-B,FLNB,627869.5831,107277.2067,773664.59,697352.5623,165754.9541,909257.8237,641152.4065,532918.871,141366.8421,559021.7787,346326.163,240177.5527,244598.2175,1320526.745,1822054.083,560419.3548,903324.4974,424630.0768,678767.1503,445404.5469,133350.8522,708707.0363,787408.8103,296149.1858,159223.8927,857329.4866,517855.5283,144923.1771,298950.0124,736530.4982,1001617.834,1046463.18,408196.3434,506723.6083,2211205.498,3600700.826,2146025.116
FM25A_HUMAN,Protein FAM25A,FAM25A,33435.86995,246748.2137,453202.6288,551722.335,2869010.732,61690.79623,33071.53055,254599.9611,483724.9309,145293.6715,2586813.541,431019.2677,1330962.749,492159.6024,76030.82085,3938621.318,162238.774,2232430.804,137057.4,5648666.303,673183.4286,51497.75504,158363.2493,318349.6328,999141.3646,1580034.701,219485.4535,60484.22772,4290333.271,96661.27793,2245329.292,327299.8104,932263.489,2673324.94,202148.2884,279306.1231,81728.72611
FNBP1_HUMAN,Formin-binding protein 1,FNBP1,5542.904624,25709.15807,37236.36597,1590.528719,38613.11095,80007.22545,93.03469235,6952.504173,131317.3338,133754.3374,4471.290607,105490.2877,26984.72512,38307.46525,46177.02639,928.1512657,27306.79106,64422.18352,14542.71018,50770.75197,142122.435,103319.7452,2798.203296,4563.879863,63062.51843,30734.95131,18740.1424,12105.137,26158.73677,92451.40361,43745.47027,29751.87824,91857.25283,8621.291831,12084.57045,21832.32502,1
FOLR1_HUMAN,Folate receptor alpha,FOLR1,768836.8481,1075985.053,166958.185,229981.6876,204720.954,76007.03956,173205.9745,708602.1629,608445.6846,163872.2023,2346378.083,688371.9969,1266684.09,1576137.208,413213.3425,354023.0159,115831.5394,558384.2274,736975.9036,122325.1705,301124.2994,187103.5739,407930.7859,43890540.77,529596.561,121190.8426,2508405.377,408869.7064,791922.3915,441004.8063,164891.4158,151245.0536,181244.7902,2109643.247,929509.4817,868359.3065,431159.0581
FOLR3_HUMAN,Folate receptor gamma,FOLR3,41956.98718,30869.28428,18373.83063,51628.20554,1,24014.33809,1542.429979,89927.06642,17106.68758,68120.24694,32708.40961,83524.73832,1169555.014,205860.0181,350222.5231,17306.22605,10671.21922,210753.1588,51301.31541,18064.25758,2783.422349,57470.98539,1172152.266,125659.521,76627.01747,6313.388977,47467.59865,642579.8682,16092.87552,411309.6635,70545.34049,24271.20095,16861.54562,3501.619414,14497.3243,119979.4234,73691.14257
FPPS_HUMAN,Farnesyl pyrophosphate synthase,FDPS,72903.47024,128379.7021,326023.7336,24795.6473,68529.28428,299.3636143,4872.567332,84491.943,26835.25867,117513.7025,30939.02847,65348.5516,52274.61882,152110.5528,1401005.319,109706.5643,130773.5878,261328.1262,46522.68585,93751.3828,296763.6602,6170.852235,66400.5584,95152.4836,200960.0755,204914.7119,211030.5281,52412.89534,307583.5969,99343.686,184680.86,3255484.05,439790.0314,149975.2806,73841.08823,141720.1074,380886.215
FRIH_HUMAN,Ferritin heavy chain,FTH1,30684.44214,11470.82235,50053.79534,5929.691941,672.9491841,957072.7776,289.2393728,1306.451486,4670.687513,6260.314358,1001.341121,4188.325069,3179.422739,2999.091159,44510.99688,6920.31908,1357.343151,6121.174179,15875.44528,6686.026567,8575.452209,8273.604655,4684.32383,100693.0691,847.8313573,15173.21835,4174.422861,3709.422483,786.7077152,6356.361753,10873.81391,51819.00987,7755.038279,935.6463931,9984.317258,60530.16912,27305.55645
FUBP1_HUMAN,Far upstream element-binding protein 1,FUBP1,429816.5739,2264088.147,494553.7684,328945.5242,336557.114,19890.57869,1342.404217,758238.09,389856.2678,3669173.822,236229.2369,2220532.532,1079345.27,917984.2121,490463.1533,866221.2348,4164083.237,737022.2419,2092224.709,404888.3875,769543.7889,1286376.131,1346706.397,275050.2539,879134.2896,1353056.18,674693.6112,745672.2114,2750446.185,14369720.01,794083.8055,439070.8096,908843.4089,240901.243,1040327.749,305129.2926,545874.6293
FUBP2_HUMAN,Far upstream element-binding protein 2,KHSRP,3601.075452,3017.097779,37773.13897,4960.765707,75459.00156,62.14189433,1,8839.401916,20511.2461,8268.951067,1588.135425,2559.777642,7639.788183,27539.04193,2580.50789,37302.42851,1799.582908,5343.360639,1,37672.13006,76415.30777,51630.11059,139620.4948,167017.0514,28858.11587,27009.46431,65564.97225,3291.101402,42671.85697,8317.901634,74894.53429,40618.25875,122540.264,52071.82926,333.9501959,2582.714698,1
FUCO_HUMAN,Tissue alpha-L-fucosidase,FUCA1,134098.8607,34100.30756,82271.41563,60437.04464,25853.0373,613.8690319,16330.38013,112654.4696,274777.1294,126741.8785,11756.57288,300789.8543,120214.2481,79642.47503,117976.2083,322505.8881,37574.56223,172185.4498,25335.9409,49653.85423,30420.20832,1316951.327,53344.20894,26146.90865,26833.02272,66523.93859,5200.158616,121562.2978,215387.328,66595.15204,20990.61114,79475.86329,29890.06574,123051.1118,32967.9386,26544.16409,24401.85992
FUMH_HUMAN,"Fumarate hydratase, mitochondrial",FH,268892.4641,105991.6051,718683.687,139092.8651,87366.6045,858971.961,2440.152443,452841.6716,329770.135,220430.43,70145.05815,277396.1325,53075.91577,541378.0585,66495.81012,156743.2138,696478.4474,194898.9472,76973.42821,28606.64612,274203.7744,670042.9184,425182.6418,122034.2957,176030.9706,72665.58366,146236.5261,169432.3369,44687.89512,257318.2324,125313.9226,160495.9882,160495.2399,15995.21537,67052.21024,144689.1168,223071.4679
FUS_HUMAN,RNA-binding protein FUS,FUS,49390.49938,76990.39958,345435.5297,38368.75717,43573.46892,565362.5843,4765.538538,69716.7277,24595.18298,38502.26553,9912.452728,28814.10686,33186.10516,75975.44372,59421.54627,57578.91467,25261.64864,109915.5625,162990.0991,77581.14569,127566.9978,86562.75582,182079.8602,144945.664,43551.20502,89881.73262,97766.55784,61040.87041,29344.56856,44172.57373,176635.8458,227342.9886,72510.85362,65199.56262,81721.26594,92854.46938,261400.5459
G3P_HUMAN,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,20139905.26,5964374.267,35760677.11,4507715.054,3726313.383,4172537.926,149470.4676,8659110.481,826157.1231,1854607.014,7926447.271,1585995.121,2150698.893,12905646.96,990027.3298,8499616.94,3827297.102,10386940.91,6081007.159,4803121.698,18856704.81,16291597.58,30119289.13,5030409.69,1357429.497,11224256.88,13267042.75,3170851.607,3347010.208,12717594.81,11430598.95,10136725.92,17100251.45,9024162.149,5578575.226,15817836.73,27880292.4
G6PD_HUMAN,Glucose-6-phosphate 1-dehydrogenase,G6PD,4237461.854,329361.1405,3597621.582,783951.5483,137302.0472,530045.0221,95116.73105,298638.3345,132234.7459,990460.7724,161139.1817,387560.3395,167912.8768,533293.0345,302772.8025,300428.1938,439366.0661,5728452.914,1161596.449,158050.7959,878910.0727,1334436.834,3102992.836,310706.7962,320312.0663,166940.5082,645238.0981,203603.0944,670240.2934,556992.4448,711418.4898,803529.4949,279567.9451,160369.082,141706.8923,507647.0232,591082.5864
G6PE_HUMAN,GDH/6PGL endoplasmic bifunctional protein,H6PD,3640.287963,403.1067064,37574.31146,466.4372988,20907.79446,3437.279382,2854.15076,8317.596227,16293.03858,3828.594337,902.1932885,2969.740445,5312.093405,14841.52941,3983.319112,298.2473187,4555.242189,1422.757031,5934.897201,725.6504729,19366.28671,9796.958582,149923.9717,24391.93041,927.3444472,964.21005,17462.71769,6061.479128,69.83156241,164606.5618,5544.06596,17222.9894,2015.438658,10505.09431,904.6378845,3150.317249,5260.818503
G6PI_HUMAN,Glucose-6-phosphate isomerase,GPI,808770.9823,67535.45325,2193527.869,5725387.73,540076.9154,389610.8593,277196.8608,1647378.317,311991.1998,2128636.402,332125.7293,123941.2829,200056.6949,1471325.013,342320.7163,195820.31,731276.3992,255171.483,1667351.998,7800817.13,2079234.792,2207638.507,10355786.71,726046.7149,142060.125,223266.936,796808.4085,1709823.417,247816.565,2508620.89,623862.3075,1982016.093,910710.4905,341570.1646,2284695.547,1448238.602,2858513.862
GALE_HUMAN,UDP-glucose 4-epimerase,GALE,2686.381547,4736.301911,72726.17327,24429.10817,6229.115626,44596.78911,4169.530719,3992.352948,4234.174983,11981.69951,5239.147022,14568.06797,1737.424094,112624.4358,5457.664079,29912.78341,2523.659618,7027.32286,1207.153596,6185.853258,19361.35615,346683.2013,30941.28284,71664.76061,3187.877058,8169.749876,10774.36271,20047.62534,1347.876757,40705.2644,5483.26607,13616.92489,2994.252988,2741.507807,10868.44789,103854.0973,110146.9222
GALT7_HUMAN,N-acetylgalactosaminyltransferase 7,GALNT7,62460.73337,5824.557223,1,46199.7712,3653.855509,41772.36114,580.3747566,1883.890749,53961.21982,82442.26208,25554.39921,7469.434759,21553.51776,15043.32097,6480.694696,335.3278696,4109.903485,459.5678312,11633.741,9996.846035,8006.752428,66016.28866,61878.36822,9205.698114,2331.123343,36.88159045,13445.78016,4684.322126,1535.086008,5593.661927,8930.668463,4797.718721,59595.0995,21307.10352,6835.036296,3129.439606,24883.71971
GANAB_HUMAN,Neutral alpha-glucosidase AB,GANAB,21240.13988,424336.2478,303254.4886,303605.2029,58995.19764,143141.2317,46569.27074,157825.5861,47473.46841,86915.98605,323817.1519,41699.29042,93369.63015,176588.7988,6691.989927,17681.41488,43860.41856,114848.8384,36630.39938,397183.638,41259.06834,135368.1527,199473.1377,135217.029,7880.100211,33585.40021,742038.7774,34944.21798,51650.4392,313739.1723,326024.9911,41783.94434,217299.5177,75041.56953,97839.64974,196568.3004,214611.6768
GBLP_HUMAN,Guanine nucleotide-binding protein subunit beta-2-like 1,GNB2L1,1023322.329,64815.20296,521753.4713,16544.95138,66051.28941,929854.7889,187354.4416,85753.4121,62829.96399,105562.9371,55900.01108,103919.5284,54981.19004,257066.9602,76619.15632,41914.14836,75800.6221,71785.99498,80742.80372,19739.92145,166964.2947,234019.071,1670874.134,130690.9709,56881.08658,55194.7779,167495.3714,74677.91232,84406.80917,603769.8194,37794.31765,623838.4314,56713.13411,105001.7293,61232.34889,651176.1339,390053.3972
GBP2_HUMAN,Interferon-induced guanylate-binding protein 2,GBP2,1280.302519,72368.76492,52557.38285,691.4801037,20187.03846,29572.13081,8069.114502,71647.27969,240936.9942,141459.9372,12971.56611,84474.82431,2474.483495,96934.91362,70596.64108,23663.21504,13109.34846,20507.93057,42563.54536,14607.67153,15589.86847,26069.07649,38828.23079,6355.723362,19550.26304,39077.02462,2808.835177,27149.08611,66420.01865,17153.69718,7912.27707,197523.079,2470.896832,17880.78127,4704.691443,17838.22828,41961.19655
